ID,STUDY_YEAR,VISITAGE,SEX_1,SEX,SPAYED/NUTER Y/N,CALENDARYEAR,BODYFAT,BCS,PBCS,WEIGHT_KG,DIET_CLASS,RAWCOOK,PCT_HOMEMADE,HOW_STORE,HOW_STORE_O,ORIGINAL CONTAINER Y/N,WHERE_STORE,CLIMATE CONTROL Y/N,BRAND,BRAND/COMPANY (CLEANED),PARENT COMPANY,PERSCRIPTION Y/N,OTC THERAPEUTIC,DOG FOOD (COMMERCIAL OR HOMEMADE) Y/N,COMMERCIAL DOG TREAT Y/N,COMMERCIAL SUPPLEMENT ADDITION Y/N,FEEDFORM,FEEDTYPE,PROCESS CATEGORY,PROCESS SUBTYPE,PCTDIET,FEEDFREQ,FEEDAMT,FEEDAMTUNIT,GACPROT,GACFAT,GACFIBER,GACMOIST,FEEDLONG,FEEDLONGUNIT,FEEDAGE,FEEDAGEUNIT,STLLUSE,STARTDT,ENDDT
grlsRP83F3JJ,7,8.3,Male Neutered,Male,Y,2021,NA,NA,5,36.106,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,26/16,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,3.9,10,NA,NA,NA,NA,Yes,2019-10-00,NA
grlsTPPW1BMM,8,9.6,Male Neutered,Male,Y,2020,NA,NA,5,37.3761,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,PREMIUM PERFORMANCE 30/20,Dry,Ultra Processed,CUP-D,NA,2 per day,3,Cup(s),30,20,4,10,NA,NA,NA,NA,Yes,2013-12-00,NA
grlsTPPW1BMM,9,10.5,Male Neutered,Male,Y,2021,NA,NA,5,36.5596,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,kibble,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,3.9,10,NA,NA,NA,NA,Yes,2020-9-00,NA
grlsV7GRICUU,6,7,Female Spayed,Female,Y,2020,NA,NA,NA,NA,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,large breed adult,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),23,13,3.9,10,NA,NA,NA,NA,Yes,2015-1-00,NA
grlsWC1EM55,7,8.3,Female Spayed,Female,Y,2021,NA,NA,5,27.6692,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,Y,Y,N,N,Fit A,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,9,4,10,NA,NA,NA,NA,Yes,2019-6-00,NA
grlsWC1EM55,8,9.3,Female Spayed,Female,Y,2022,NA,NA,4,28.1228,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,Y,Y,N,N,Fit Large Breed,Dry,Ultra Processed,CUP-D,NA,1 per day,1,Cup(s),26,9,4,10,NA,NA,NA,NA,Yes,2022-2-00,NA
grls68OB35EE,7,7.6,Male Neutered,Male,Y,2021,NA,NA,5,28.032,Commercial Dog Food,,NA,Original Container,,Y,Indoors-unheated,N,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Adult,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),25,16,13.8,10,NA,NA,NA,NA,Yes,2015-4-00,NA
grls68OB35EE,8,8.6,Male Neutered,Male,Y,2022,NA,NA,5,28.8485,Commercial Dog Food,,NA,Original Container,,Y,Indoors-unheated,N,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Adult lamb,Dry,Ultra Processed,CUP-D,NA,2 per day,4,Oz,23,14,3.6,10,NA,NA,NA,NA,Yes,2022-3-00,NA
grlsKRRYGSSS,8,9.6,Female Spayed,Female,Y,2021,NA,NA,NA,NA,Commercial Dog Food,,NA,Other,Metal can,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Lamb & Rice,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),22.5,12,3.7,10,NA,NA,NA,NA,Yes,2021-3-00,NA
grlsPJLBR00,6,8.6,Male Neutered,Male,Y,2020,NA,NA,NA,NA,Commercial Dog Food,,NA,Other,metal container,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Large Breed Lamb & Rice,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),22.5,12,3.7,10,NA,NA,NA,NA,Yes,2020-10-00,NA
grls1U964W33,6,6.6,Male Neutered,Male,Y,2020,NA,NA,NA,35.8338,Commercial Dog Food,,NA,Plastic Container,,N,Garage,N,Eukanuba,Eukanuba,"Mars, Inc",N,Y,Y,N,N,Fit Body Weight Control Large Breed Dry Dog Food,Dry,Ultra Processed,CUP-D,NA,3+ per day,1,Cup(s),26,9,4,10,NA,NA,NA,NA,Yes,2017-12-00,NA
grls1U964W33,7,7.6,Male Neutered,Male,Y,2021,NA,NA,NA,36.9678,Commercial Dog Food,,NA,Plastic Container,,N,Garage,N,Eukanuba,Eukanuba,"Mars, Inc",N,Y,Y,N,N,"Large Breed, Fit Body, Weight Control",Dry,Ultra Processed,CUP-D,NA,3+ per day,1,Cup(s),26,9,4,10,NA,NA,NA,NA,Yes,2018-12-00,NA
grls1U964W33,8,8.6,Male Neutered,Male,Y,2022,NA,NA,5,41.0502,Commercial Dog Food,,NA,Plastic Container,,N,Garage,N,Eukanuba,Eukanuba,"Mars, Inc",N,Y,Y,N,N,"Large breed, fit body, weight control",Dry,Ultra Processed,CUP-D,NA,3+ per day,5,Oz,26,9,4,10,NA,NA,NA,NA,Yes,2017-12-00,NA
grls1W4Z888,8,8.6,Male Neutered,Male,Y,2021,NA,NA,6,29.7103,Commercial Dog Food,,NA,Plastic Container,,N,Garage,N,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Large Breed Senior,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,12,3.9,10,NA,NA,NA,NA,Yes,2020-10-00,NA
grls43D0DWTT,6,7.5,Female Spayed,Female,Y,2020,NA,NA,6,32.069,Both,Both,1,Plastic Container,,N,Garage,N,Eukanuba,Eukanuba,"Mars, Inc",N,Y,Y,N,N,large breed fit,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),26,9,4,10,NA,NA,NA,NA,Yes,2020-11-00,NA
grls80VR65RR,6,7.8,Male Neutered,Male,Y,2021,NA,NA,6,36.1514,Commercial Dog Food,,NA,Plastic Container,,N,Garage,N,Eukanuba,Eukanuba,"Mars, Inc",N,Y,Y,N,N,large breed weight control,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),26,9,4,10,NA,NA,NA,NA,Yes,2015-5-00,NA
grls80VR65RR,7,8.8,Male Neutered,Male,Y,2022,NA,NA,6,36.2421,Commercial Dog Food,,NA,Plastic Container,,N,Garage,N,Eukanuba,Eukanuba,"Mars, Inc",N,Y,Y,N,N,lg breed weight control,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),26,9,4,10,NA,NA,NA,NA,Yes,2015-6-00,NA
grlsDGF143,7,8,Female Spayed,Female,Y,2021,NA,NA,5,31.9329,Commercial Dog Food,,NA,Plastic Container,,N,Garage,N,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,senior,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,12,3.9,10,NA,NA,NA,NA,Yes,2019-1-00,NA
grlsDGF143,8,9,Female Spayed,Female,Y,2022,NA,NA,5,32.2051,Commercial Dog Food,,NA,Plastic Container,,N,Garage,N,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,SENIOR,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,12,3.9,10,NA,NA,NA,NA,Yes,2018-1-00,NA
grlsJCG0D1XX,6,6.6,Male Neutered,Male,Y,2021,NA,NA,NA,NA,Commercial Dog Food,,NA,Plastic Container,,N,Garage,N,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Adult Large Breed,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),23,13,4,10,NA,NA,NA,NA,Yes,2021-2-00,NA
grlsUAWU14KK,7,8.5,Female Spayed,Female,Y,2021,NA,NA,5,27.2156,Commercial Dog Food,,NA,Plastic Container,,N,Garage,N,Eukanuba,Eukanuba,"Mars, Inc",N,Y,Y,N,N,Fit Body,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),24,10,3,10,NA,NA,NA,NA,No,2020-2-00,2021-3-00
grls0LSLKO,8,8.5,Male Neutered,Male,Y,2021,NA,NA,5,25.129,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Large Breed Adult,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),23,13,3.9,10,NA,NA,NA,NA,Yes,2013-7-00,NA
grls0LSLKO,9,9.5,Male Neutered,Male,Y,2022,NA,NA,5,25.3105,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Adult Large breed,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),23,13,2.1,8,NA,NA,NA,NA,Yes,2022-5-00,NA
grls2T9ONMYY,6,6.5,Female Spayed,Female,Y,2020,NA,NA,5,29.0299,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,chicken,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Oz,23,13,3.9,10,NA,NA,NA,NA,Yes,2016-2-00,NA
grls2T9ONMYY,7,7.5,Female Spayed,Female,Y,2021,NA,NA,5,31.7515,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Adult dry,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),23,13,3.9,10,NA,NA,NA,NA,Yes,2014-4-00,NA
grls3KMKIQ11,7,8,Female Spayed,Female,Y,2020,NA,NA,NA,41.277,Both,Cooked,10,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,Y,Y,N,N,Fit Body Weight Control,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,9,4,10,NA,NA,NA,NA,Yes,2018-1-00,NA
grls40UEVBZZ,6,6.6,Male Neutered,Male,Y,2021,NA,NA,6,34.8813,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Adult large breed,Dry,Ultra Processed,CUP-D,NA,2 per day,8,Oz,23,13,3.9,10,NA,NA,NA,NA,Yes,2020-12-00,NA
grls47TW3NCC,6,7.1,Male Neutered,Male,Y,2020,NA,NA,NA,NA,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Chicken & Rice,Dry,Ultra Processed,CUP-D,NA,2 per day,6,Oz,23,13,3.9,10,NA,NA,NA,NA,Yes,2018-7-00,NA
grls916F9V88,8,8.7,Female Spayed,Female,Y,2021,NA,NA,7,32.1597,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,chicken,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,12,3.9,10,NA,NA,NA,NA,Yes,2020-11-00,NA
grls916F9V88,9,9.6,Female Spayed,Female,Y,2022,NA,NA,NA,NA,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,chicken,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,12,3.9,10,NA,NA,NA,NA,Yes,2020-6-00,NA
grls92EJH7II,6,8.3,Male Neutered,Male,Y,2020,NA,NA,5,33.8,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Premium Performance,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),30,20,4,10,NA,NA,NA,NA,Yes,2012-11-00,NA
grls92EJH7II,8,9.9,Male Neutered,Male,Y,2022,NA,NA,5,31.8,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Large Breed Senior,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,12,3.9,10,NA,NA,NA,NA,Yes,2019-6-00,NA
grls97GJL8II,7,9.2,Male Neutered,Male,Y,2021,NA,NA,4,29.5743,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,Y,Y,N,N,Large Breed Fit Body,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),27,9,3.9,10,NA,NA,NA,NA,No,2017-1-00,2021-3-00
grls9ZG7XWKK,8,10.3,Female Intact,Female,N,2020,NA,NA,5,25.4012,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Small Breed Adult,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),28,18,3.6,10,NA,NA,NA,NA,Yes,2020-10-00,NA
grlsD2EUN3FF,7,8.5,Female Spayed,Female,Y,2021,NA,NA,5,29.4835,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,Y,Y,N,N,Fit body,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,9,4,10,NA,NA,NA,NA,Yes,2021-3-00,NA
grlsH1F97YLL,8,9.8,Male Intact,Male,N,2021,NA,NA,5,34.5184,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Adult,Dry,Ultra Processed,CUP-D,NA,2 per day,3,Cup(s),23,13,3.9,10,NA,NA,NA,NA,Yes,2020-4-00,NA
grlsIZWU3CCC,6,7.8,Female Spayed,Female,Y,2021,NA,NA,7,32.6587,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Performance 30/20 Sport,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),30,20,4.1,10,NA,NA,NA,NA,Yes,2021-4-00,NA
grlsIZWU3CCC,7,9,Female Spayed,Female,Y,2022,NA,NA,8,35.607,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Premium Performance 30/20,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),30,20,4.1,10,NA,NA,NA,NA,Yes,2022-6-00,NA
grlsJG3L2CMM,6,8.5,Female Spayed,Female,Y,2020,NA,NA,5,29.6196,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,,,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
grlsOJGJV499,6,6.5,Male Intact,Male,N,2021,NA,NA,5,31.7515,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Adult Maintenance,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),25,16,510,10,NA,NA,NA,NA,Yes,2015-1-00,NA
grlsOJGJV499,7,7.5,Male Intact,Male,N,2022,NA,NA,5,31.6608,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Adult Maintenance,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),25,16,5,10,NA,NA,NA,NA,Yes,2015-7-00,NA
grlsOQDZ9033,5,6.7,Female Spayed,Female,Y,2020,NA,NA,NA,NA,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Adult Large Breed Dry,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),23,13,3.9,10,NA,NA,NA,NA,Yes,2014-7-00,NA
grlsQRKU7TOO,7,8.3,Female Spayed,Female,Y,2021,NA,NA,4,22.0446,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Adult Medium Breed,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),25,16,3.8,10,NA,NA,NA,NA,Yes,2013-11-00,NA
grlsQRKU7TOO,8,9.4,Female Spayed,Female,Y,2022,NA,NA,4,22.6343,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Adult Medium Breed with Chicken,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),25,16,3.8,10,NA,NA,NA,NA,Yes,2014-11-00,NA
grlsSDY9YAFF,6,8,Male Neutered,Male,Y,2020,NA,NA,6,44.5428,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,chicken,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),23,13,4,10,NA,NA,NA,NA,Yes,2020-10-00,NA
grlsSDY9YAFF,7,9,Male Neutered,Male,Y,2021,NA,NA,7,48.5344,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,adult chicken,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),23,13,4,10,NA,NA,NA,NA,Yes,2021-10-00,NA
grlsT13LR5ZZ,6,7.1,Male Intact,Male,N,2020,NA,NA,4,30.8443,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Adult Large Breed,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),23,13,3.9,10,NA,NA,NA,NA,Yes,2014-7-00,NA
grlsUNS02400,7,8.4,Female Spayed,Female,Y,2021,NA,NA,7,34.8359,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Senior,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),27,12,3.5,10,NA,NA,NA,NA,Yes,2021-10-00,NA
grlsUQOF1KQQ,7,7.6,Male Neutered,Male,Y,2020,NA,NA,6,38.374,Both,Cooked,25,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,chicken,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),23,13,3.9,10,NA,NA,NA,NA,Yes,2020-8-00,NA
grlsUQOF1KQQ,8,8.6,Male Neutered,Male,Y,2021,NA,NA,7,39.1451,Both,Cooked,25,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,large dog chicken,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),25,16,3.8,10,NA,NA,NA,NA,Yes,2018-8-00,NA
grlsV7GRICUU,7,8,Female Spayed,Female,Y,2021,NA,NA,5,25.4,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Large Breed Senior,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,12,3.9,10,NA,NA,NA,NA,Yes,2021-1-00,NA
grlsWUPSKEZZ,6,6.7,Male Neutered,Male,Y,2021,NA,NA,5,34.2463,Both,Both,20,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Activ Advantage,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),25,16,3.8,10,NA,NA,NA,NA,Yes,2015-7-00,NA
grlsXZ5X8399,9,10.5,Female Spayed,Female,Y,2022,NA,NA,5,30.9804,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Adult Large Breed,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),23,13,3.9,10,NA,NA,NA,NA,Yes,2022-2-00,NA
grlsYNELU2LL,7,7.7,Female Spayed,Female,Y,2021,NA,NA,5,34,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Adult Large Breed,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),23,13,3.9,10,NA,NA,NA,NA,Yes,2021-1-00,NA
grlsYNELU2LL,8,8.6,Female Spayed,Female,Y,2022,NA,NA,5,32.2,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,N,Y,N,N,Large Breed,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),23,14,3.6,10,NA,NA,NA,NA,Yes,2021-7-00,NA
grlsZ75QYATT,6,6.6,Female Spayed,Female,Y,2021,NA,NA,7,30.6629,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Eukanuba,Eukanuba,"Mars, Inc",N,Y,Y,N,N,Adult weight control,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),27,9,3,10,NA,NA,NA,NA,Yes,2014-8-00,NA
grlsVX8GDI77,7,7.9,Male Intact,Male,N,2021,NA,NA,5,30.3907,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Evanger's,Evanger's,Evanger's,N,N,Y,N,N,Chicken and Brown Rice,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,15,4,10,NA,NA,NA,NA,Yes,2021-9-00,NA
grls5XCVFHTT,8,9.7,Female Spayed,Female,Y,2021,NA,NA,NA,NA,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Evanger's,Evanger's,Evanger's,N,N,Y,N,N,Wild Game and Duck,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),24,14,3.5,10,NA,NA,NA,NA,Yes,2020-1-00,NA
grlsYDEDGCXX,8,9,Female Spayed,Female,Y,2022,NA,NA,NA,NA,Commercial Dog Food,,NA,Other,Metal tin,N,Indoors-room temperature,Y,Exclusive,Exclusive,PMI Nutrition,N,N,Y,N,N,Chicken & Brown Rice,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,3,10,NA,NA,NA,NA,No,2022-6-00,NA
grlsYDEDGCXX,7,8.1,Female Spayed,Female,Y,2021,NA,NA,NA,NA,Commercial Dog Food,,NA,Other,Metal tin (& original plastic bag),Y,Indoors-unheated,N,Exclusive,Exclusive,PMI Nutrition,N,N,Y,N,N,Chicken & Brown Rice,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),26,16,3,10,NA,NA,NA,NA,Yes,2021-4-00,NA
grls4ZRDNK66,7,7.7,Male Neutered,Male,Y,2020,NA,NA,6,29.8464,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Exclusive,Exclusive,PMI Nutrition,N,N,Y,N,N,Lamb & Brown Rice,Dry,Ultra Processed,CUP-D,NA,1 per day,3,Cup(s),22,12,4.5,10,NA,NA,NA,NA,Yes,2020-12-00,NA
grls4ZRDNK66,8,8.9,Male Neutered,Male,Y,2022,NA,NA,6,30.1186,Commercial Dog Food,,NA,Plastic Container,,N,Indoors-room temperature,Y,Exclusive,Exclusive,PMI Nutrition,N,N,Y,N,N,Lamb & Brown Rice Formula,Dry,Ultra Processed,CUP-D,NA,2 per day,2,Cup(s),22,12,4.5,10,NA,NA,NA,NA,Yes,2022-2-00,NA
grls2QGPBUII,9,9.9,Female Spayed,Female,Y,2022,NA,NA,5,23.1332,Commercial Dog Food,,NA,Plastic Container,,N,Freezer,Y,Farm dog raw,Farm Dog Raw,Farm Dog Raw,N,N,Y,N,N,Beef,Raw,Minimally Processed,CP-R,NA,2 per day,8,Oz,20,15,25,40,NA,NA,NA,NA,Yes,2021-3-00,NA
grls21FVKE55,7,7.5,Female Spayed,Female,Y,2021,NA,NA,NA,26.9434,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Farmina,Farmina,Farmina Holding,N,Y,Y,N,N,quail skin and coat,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),23,12,2.8,9,NA,NA,NA,NA,Yes,2019-12-00,NA
grls21FVKE55,8,8.6,Female Spayed,Female,Y,2022,NA,NA,5,24.5847,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Farmina,Farmina,Farmina Holding,N,N,Y,N,N,N & D,Dry,Ultra Processed,CUP-D,NA,2 per day,4,Oz,25,12,1.9,9,NA,NA,NA,NA,No,2019-1-00,2021-6-00
grls3ECNOHBB,6,6.6,Male Neutered,Male,Y,2020,NA,NA,NA,29.0299,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Farmina,Farmina,Farmina Holding,N,N,Y,N,N,Pumpkin,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),30,18,2.9,9,NA,NA,NA,NA,Yes,2020-12-00,NA
grls3ZQTDJ11,8,8.7,Male Intact,Male,N,2021,NA,NA,5,34.6999,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Farmina,Farmina,Farmina Holding,N,N,Y,N,N,Adult Chicken,Dry,Ultra Processed,CUP-D,NA,2 per day,1,Cup(s),28,20,2,10,NA,NA,NA,NA,Yes,2021-6-00,NA
grls5HZ84SHH,8,8.5,Male Neutered,Male,Y,2022,NA,NA,NA,NA,Both,Cooked,50,Original Container,,Y,Indoors-room temperature,Y,Farmina,Farmina,Farmina Holding,N,N,Y,N,N,Ancestral Grain Chicken and pomegranate ,Dry,Ultra Processed,CUP-D,NA,2 per day,3,Oz,30,18,2.9,9,NA,NA,NA,NA,Yes,2022-6-00,NA
grls5ZUT2BYY,7,7.7,Male Intact,Male,N,2022,NA,NA,5,29.0299,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Farmina,Farmina,Farmina Holding,N,N,Y,N,N,CHICKEN & POMEGRANATE ADULT MEDIUM & MAXI,Dry,Ultra Processed,CUP-D,NA,2 per day,4,Oz,30,18,2.9,9,NA,NA,NA,NA,Yes,2021-7-00,NA
grlsC8TTG8NN,7,8,Female Spayed,Female,Y,2021,NA,NA,5,28.2588,Commercial Dog Food,,NA,Original Container,,Y,Indoors-room temperature,Y,Farmina,Farmina,Farmina Holding,N,N,Y,N,N,Ancestral Grains Cod,Dry,Ultra Processed,CUP-D,NA,1 per day,1,Cup(s),30,18,2.9,9,NA,NA,NA,NA,Yes,2021-7-00,NA
