"ID","STUDY_YEAR","diagnosis_date","tracked_condition","phenotype","status","tier_of_confidence","is_cause_of_death","is_recurrence","is_adjudicated"
"grlsALZ9WRII",5,2019-07-21,"Hemangiosarcoma - cardiac","","presumptive",2,1,0,0
"grlsAQQ3B7GG",7,2021-11-12,"Lymphoma - multicentric","peripheral_t_cell","final",1,1,0,1
"grlsASIRG7QQ",3,2017-09-11,"Aggression","","presumptive",3,1,0,0
"grlsAUBHHFF",1,2015-01-08,"Lymphoma - multicentric","t_cell","definitive",1,0,0,0
"grlsAW2B2ESS",4,2017-12-21,"Soft tissue sarcoma - peripheral nerve sheath tumor","1","definitive",1,0,0,1
"grlsAW2B2ESS",6,2019-11-09,"Hemangiosarcoma - visceral","","definitive",1,1,0,1
"grlsAWPFNEXX",6,2020-07-13,"Hemangiosarcoma - cardiac","","presumptive",2,1,0,1
"grlsAYTJ8CEE",7,2022-02-28,"Spleen tumor","","presumptive",3,1,0,0
"grlsB1QL68DD",6,2021-03-11,"Testicular tumor","","definitive",1,0,0,0
"grlsB6JZV399",2,2017-09-11,"Aggression","","presumptive",3,1,0,0
"grlsBANWX1MM",7,2021-10-03,"Carcinoma - neuroendocrine","","final",1,1,0,1
"grlsBAXI8KCC",0,2013-06-21,"Cardiac arrest","","definitive",1,1,0,0
"grlsBBNS48MM",2,2016-06-15,"Brain tumor","","definitive",2,1,0,1
"grlsBCQUJ311",7,2021-10-18,"Sarcoma","","definitive",2,1,0,1
"grlsBG5S4R99",6,2019-11-07,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsBG5S4R99",6,2019-11-07,"Hemangiosarcoma - cutaneous","2","final",1,0,0,1
"grlsBJTD3O55",7,2022-01-31,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsBJTD3O55",7,2021-11-02,"Oral melanoma","","final",1,0,0,1
"grlsBLN9PL88",7,2021-07-27,"Leukemia","t_zone","definitive",1,0,0,0
"grlsBMZY1XAA",6,2020-09-03,"Soft tissue sarcoma - peripheral nerve sheath tumor","","definitive",1,0,0,0
"grlsBRU738NN",8,2021-11-19,"Hemangiosarcoma - cutaneous","","final",1,0,0,1
"grlsBRU738NN",8,2022-02-07,"Hemangiosarcoma - visceral","","final",1,1,0,1
"grlsBT3UCT66",7,2021-01-29,"Gastrointestinal stromal tumor","","final",1,0,0,1
"grlsBT3UCT66",7,2021-01-29,"Carcinoma - hepatocellular","","final",1,0,0,1
"grlsBT3UCT66",9,2022-06-06,"Lymphoma - other/not specified","b_cell","presumptive",2,0,0,0
"grlsBUJQ1711",4,2019-09-24,"Hemangiosarcoma - cutaneous","","final",1,0,0,1
"grlsBWTOXKOO",7,2022-05-24,"Sarcoma","","final",2,1,0,1
"grlsBZN204WW",7,2021-10-27,"Lymphoma - gastrointestinal","t_cell","final",1,1,0,1
"grlsC0EX4933",5,2018-10-17,"Surgical complications","","presumptive",3,1,0,0
"grlsC12QLSMM",2,2017-12-01,"Lymphoma - multicentric","diffuse_large_b_cell","definitive",1,1,0,0
"grlsC223U4UU",7,2022-01-28,"Adenocarcinoma - apocrine gland anal sac","","final",1,1,0,1
"grlsC4G2DW00",3,2018-05-21,"Mast cell tumor - cutaneous","2_low","definitive",1,0,0,1
"grlsC4G2DW00",6,2021-02-11,"Lymphoma - other/not specified","t_cell","definitive",2,1,0,0
"grlsC5YM2HWW",8,2021-05-27,"Hemangiosarcoma - visceral","","final",1,1,0,1
"grlsC6XXSJJ",2,2017-07-19,"Soft tissue sarcoma - fibrosarcoma","1","final",1,0,0,1
"grlsC78EUT77",5,2019-08-11,"Abscess","","final",1,1,0,1
"grlsC7JB7P22",7,2021-08-18,"Hemangiosarcoma - visceral","","final",1,1,0,1
"grlsC9B96YUU",7,2021-05-02,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsCA7P8U44",8,2022-02-17,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsCDYP41YY",5,2020-05-06,"Mast cell tumor - subcutaneous","low","definitive",1,0,0,0
"grlsCFB5KPYY",8,2021-11-19,"Malignant melanoma","","final",1,0,0,1
"grlsCIKG01XX",5,2019-07-05,"Carcinoma - basal cell","","definitive",1,0,0,0
"grlsCIKG01XX",7,2022-03-18,"Hemangiosarcoma - visceral","","final",1,1,0,1
"grlsCIKG01XX",7,2022-03-18,"Soft tissue sarcoma - undifferentiated sarcoma","","definitive",1,0,0,0
"grlsCK0ZKIOO",6,2021-04-05,"Lymphoma - multicentric","t_zone","final",1,1,0,1
"grlsCO0LHTKK",8,2022-02-27,"Hemangiosarcoma - splenic","","presumptive",3,1,0,0
"grlsCO33X566",5,2019-12-03,"Multiple myeloma","","definitive",1,0,0,1
"grlsCPP2Z3DD",6,2020-11-15,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsCQG3CGNN",6,2021-08-31,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsCRI31Y66",7,2020-12-04,"Soft tissue sarcoma - perivascular wall tumor","2","final",1,0,0,1
"grlsCRI31Y66",7,2021-10-19,"Mast cell tumor - other/not specified","not_typed","definitive",1,1,0,1
"grlsCSRZJ566",7,2020-05-26,"Hemangiosarcoma - splenic","","definitive",1,1,0,1
"grlsCTEORNN",7,2020-11-25,"Adenocarcinoma - apocrine gland anal sac","","definitive",1,1,0,0
"grlsCUVRYMPP",7,2022-02-03,"Hemangiosarcoma - visceral","","final",1,1,0,1
"grlsCW6YD533",6,2019-01-25,"Mast cell tumor - subcutaneous","not_typed","final",1,0,0,1
"grlsCXF6PBOO",7,2022-03-11,"Lymphoma - cutaneous","epitheliotrophic","definitive",1,1,0,0
"grlsCZD67766",8,2021-06-14,"Unknown","","presumptive",3,1,0,0
"grlsD0EV1NN",7,2020-05-29,"Soft tissue sarcoma - fibrosarcoma","","final",1,1,0,1
"grlsD1ENIKHH",0,2015-06-10,"Trauma - heat stroke","","definitive",1,1,0,1
"grlsD5552K66",4,2019-01-18,"Lymphoma - multicentric","marginal_zone","final",1,1,0,1
"grlsD67R1LRR",6,2020-08-04,"Hemangiosarcoma - splenic","","presumptive",2,1,0,0
"grlsD6LX6AXX",4,2019-10-21,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsD9J05XPP",8,2022-06-24,"Hemangiosarcoma - visceral","","final",1,1,0,1
"grlsD9J05XPP",8,2022-06-24,"Carcinoma - pulmonary","1","final",1,0,0,1
"grlsDBV9O699",9,2022-08-09,"Adenocarcinoma - other/not specified","","final",1,1,0,1
"grlsDC6NBZBB",7,2022-01-11,"Hemangiosarcoma - cardiac","","final",1,0,0,1
"grlsDC6NBZBB",7,2022-01-11,"Acute heart failure","","definitive",1,1,0,0
"grlsDEDRORVV",6,2020-01-14,"Mast cell tumor - cutaneous","2_low","definitive",1,0,0,1
"grlsDFAV444",7,2020-11-11,"Lymphoma - cutaneous","not_typed","definitive",1,1,0,0
"grlsDG2CM7HH",3,2016-10-14,"Lymphoma - cutaneous","b_cell","final",1,0,0,1
"grlsDG2CM7HH",3,2016-10-14,"CNS tumor","","presumptive",3,1,0,0
"grlsDGDF4Q33",9,2022-07-13,"Soft tissue sarcoma - other/not specified","2","final",1,0,0,1
"grlsDGF143",5,2019-11-12,"Mast cell tumor - cutaneous","2_low","definitive",1,0,0,0
"grlsDGZD63NN",7,2021-02-10,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsDI1TMMZZ",3,2016-09-23,"Soft tissue sarcoma - other/not specified","2","final",1,0,0,1
"grlsDI1TMMZZ",3,2017-02-10,"Round cell tumor","","final",1,1,0,1
"grlsDIFKQ033",3,2018-08-03,"Osteosarcoma - appendicular","","final",1,0,0,1
"grlsDIFKQ033",3,2018-09-20,"Foreign body complications","","presumptive",1,1,0,0
"grlsDIJ7PCCC",6,2020-10-08,"Lymphoma - multicentric","not_typed","definitive",1,1,0,1
"grlsDK4GJX99",9,2022-08-04,"Soft tissue sarcoma - other/not specified","3","final",1,0,0,1
"grlsDNITGKFF",7,2021-09-27,"Carcinoma - other/not specified","","final",1,1,0,1
"grlsDO2VF8ZZ",2,2017-08-09,"Aggression","","presumptive",3,1,0,1
"grlsDS816Y55",3,2018-04-10,"Pregnancy toxemia","","final",1,1,0,1
"grlsDUX7BEHH",5,2018-11-15,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsDUX7BEHH",5,2019-07-29,"Malignant trichoepithelioma","","final",1,0,0,1
"grlsDW39Z1",8,2022-03-24,"Foreign body complications","","presumptive",3,1,0,0
"grlsDX627P99",7,2020-07-02,"Mast cell tumor - cutaneous","2_low","definitive",1,0,0,0
"grlsDX627P99",8,2021-12-17,"Mast cell tumor - cutaneous","2_high","final",1,0,0,1
"grlsDX627P99",8,2021-08-03,"Mast cell tumor - cutaneous","1_low","definitive",1,0,0,0
"grlsDX627P99",8,2022-05-29,"CNS symptoms","","presumptive",3,1,0,0
"grlsDZ8RNWMM",7,2020-12-07,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsDZJPVGJJ",4,2019-04-19,"Soft tissue sarcoma - keloidal","1","final",1,0,0,1
"grlsDZJPVGJJ",7,2022-02-27,"Hemangiosarcoma - splenic","","presumptive",3,1,0,0
"grlsE0OXG9PP",6,2020-11-11,"Hemangiosarcoma - cardiac","","presumptive",2,1,0,0
"grlsE0PPYZOO",6,2020-03-28,"Hemangiosarcoma - cardiac","","presumptive",2,1,0,0
"grlsE2Q6OBTT",7,2020-10-22,"Lymphoma - multicentric","t_cell_other","definitive",1,0,0,0
"grlsE2Q6OBTT",8,2021-12-24,"CNS symptoms","","definitive",1,1,0,0
"grlsE4WF7Y66",7,2020-12-07,"Leukemia","t_cell","definitive",1,0,0,0
"grlsE4WF7Y66",9,2022-07-21,"Pneumonia","","definitive",1,1,0,0
"grlsE63P8INN",5,2019-10-16,"Lymphoma - multicentric","b_cell","final",1,1,0,1
"grlsE71JILHH",6,2020-12-14,"Mast cell tumor - cutaneous","2_low","definitive",1,0,0,0
"grlsE71JILHH",7,2022-02-21,"Brain tumor","","presumptive",3,1,0,0
"grlsE9J2YZTT",7,2022-06-14,"Lymphoma - multicentric","t_zone","definitive",1,0,0,1
"grlsE9MPH2YY",6,2018-12-21,"Soft tissue sarcoma - other/not specified","1_low","final",1,1,0,1
"grlsE9RSSF44",4,2018-07-08,"Lymphoma - multicentric","peripheral_t_cell","final",1,1,0,1
"grlsE9SB7KFF",6,2020-06-01,"Hemangiosarcoma - splenic","","presumptive",3,1,0,0
"grlsECY6GTPP",7,2022-03-15,"Spleen tumor","","presumptive",2,1,0,0
"grlsEGJEH6HH",4,2018-02-27,"Foreign body complications","","presumptive",3,1,0,0
"grlsEKM79DXX",6,2020-06-03,"Hemangiosarcoma - splenic","","presumptive",2,1,0,0
"grlsEL3TT6JJ",6,2021-04-20,"Histiocytic sarcoma","","definitive",2,1,0,1
"grlsEM40KBMM",7,2022-04-02,"Hemangiosarcoma - splenic","","definitive",1,1,0,0
"grlsEM8W2TCC",6,2020-10-19,"Cardiomyopathy - dilated","","definitive",1,1,0,0
"grlsER7M411",4,2018-09-05,"Mast cell tumor - cutaneous","3_high","final",1,0,0,1
"grlsER7M411",4,2018-05-01,"Mast cell tumor - cutaneous","2_low","definitive",1,0,0,1
"grlsER7M411",4,2017-10-23,"Mast cell tumor - other/not specified","2_low","definitive",1,0,0,0
"grlsER7M411",6,2020-01-29,"Mast cell tumor - cutaneous","low","presumptive",3,0,0,0
"grlsER7M411",7,2021-07-13,"Carcinoma - other/not specified","","definitive",1,0,0,0
"grlsER7M411",7,2021-07-13,"Mast cell tumor - subcutaneous","low","definitive",1,0,0,0
"grlsESPFWVBB",5,2019-10-18,"Apocrine gland ductal adenoma","","final",1,0,0,1
"grlsET2DGV11",3,2018-01-19,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsEUP75WW",6,2021-04-08,"Hemangiosarcoma - cardiac","","definitive",1,1,0,0
"grlsEX7LHFFF",1,2016-07-22,"Trauma - heat stroke","","definitive",3,1,0,0
"grlsF0M5YMQQ",4,2017-08-10,"Lymphoma - multicentric","t_cell","presumptive",1,1,0,0
"grlsF2UFEXHH",7,2022-02-17,"Cardiomyopathy","","final",1,1,0,1
"grlsF2UZT400",7,2021-12-27,"Hemangiosarcoma - splenic","","definitive",1,1,0,0
"grlsF32GK0RR",5,2019-09-09,"Mast cell tumor - cutaneous","2_high","definitive",1,0,0,0
"grlsF73DD644",8,2021-11-23,"Lymphoma - multicentric","b_cell","presumptive",2,1,0,0
"grlsF744CMII",9,2022-01-08,"Meningioma","","final",1,1,0,1
"grlsF9CWK9VV",1,2015-01-23,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsFBBILSXX",7,2021-06-30,"Lymphoma - multicentric","t_zone","final",1,1,0,1
"grlsFBHIU9HH",9,2022-08-10,"Lymphoma - multicentric","diffuse_large_b_cell","definitive",1,1,0,0
"grlsFC1D8UPP",6,2021-09-03,"Hemangiosarcoma - visceral","","presumptive",2,1,0,0
"grlsFCKJOZ11",7,2022-04-18,"Chronic renal disease","","presumptive",3,1,0,0
"grlsFD8D0QRR",8,2022-04-18,"Lymphoma - multicentric","diffuse_large_b_cell","final",1,1,0,1
"grlsFF3DCAOO",8,2022-05-16,"Adenocarcinoma - mammary","","definitive",1,0,0,0
"grlsFGFIVFXX",2,2016-11-23,"CNS tumor","","definitive",2,1,0,0
"grlsFKA8KCJJ",6,2019-08-15,"Hemangiosarcoma - splenic","","definitive",1,1,0,1
"grlsFLW1MFII",3,2018-03-24,"Histiocytic sarcoma","","definitive",1,1,0,1
"grlsFMTL4P77",8,2022-07-12,"Carcinoma - thyroid","","final",1,1,0,1
"grlsFO5R9P88",2,2016-12-26,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsFPN14Q00",3,2017-07-24,"Unknown","","presumptive",3,1,0,0
"grlsFQBW5JWW",8,2022-03-10,"Hemangiosarcoma - splenic","","presumptive",2,1,0,0
"grlsFSW6J4TT",3,2019-01-19,"Nasal tumor","","presumptive",3,1,0,0
"grlsFURN9XVV",8,2021-10-18,"Lymphoma - multicentric","t_zone","definitive",1,0,0,0
"grlsFW324JTT",6,2020-03-10,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsFXBOOEEE",8,2022-05-10,"Pancreatitis","","final",1,1,0,1
"grlsFXHF5TPP",6,2020-03-10,"Osteoarthritis","","definitive",2,1,0,0
"grlsFYWMDHWW",3,2016-08-31,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsG10V3ELL",8,2021-10-25,"Histiocytic sarcoma","","final",1,1,0,1
"grlsG41VHJBB",3,2018-07-03,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsG41VHJBB",6,2021-03-29,"Hemangiosarcoma - visceral","","final",1,1,0,1
"grlsG6EFT66",5,2019-05-29,"Soft tissue sarcoma - other/not specified","2","final",1,0,0,1
"grlsG9W7YYXX",6,2021-05-11,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsGD157RGG",4,2018-08-10,"Immune mediated hemolytic anemia","","presumptive",3,1,0,1
"grlsGHZTRXLL",7,2020-05-04,"Hemangiosarcoma - visceral","","definitive",1,1,0,1
"grlsGI26RS66",7,2020-03-26,"Osteoarthritis","","definitive",2,1,0,0
"grlsGI26RS66",9,2021-11-13,"Carcinoma - thyroid","","final",1,0,0,1
"grlsGIYIEJ22",8,2021-08-31,"Hemangiosarcoma - splenic","","presumptive",3,1,0,0
"grlsGJKUYM66",5,2019-06-16,"Hemangiosarcoma - cardiac","","definitive",1,1,0,1
"grlsGJUFN7II",2,2016-03-18,"Malignant melanoma","","final",1,0,0,1
"grlsGL9S86MM",4,2018-08-25,"Brain tumor","","presumptive",2,1,0,0
"grlsGPTN4VUU",7,2021-07-14,"Mast cell tumor - cutaneous","3_high","final",1,0,1,1
"grlsGPTN4VUU",7,2022-04-06,"Mast cell tumor - cutaneous","3_high","final",1,0,0,1
"grlsGQEN0GEE",7,2020-02-06,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsGRLXJ333",9,2022-05-18,"Brain tumor","","presumptive",3,1,0,0
"grlsGSB3BQTT",4,2019-09-23,"Mast cell tumor - subcutaneous","not_typed","final",1,0,0,0
"grlsGXI98U11",4,2019-02-13,"Hemangiosarcoma - cutaneous","","definitive",1,0,0,0
"grlsGXI98U11",8,2022-08-01,"Mast cell tumor - cutaneous","1_low","definitive",1,0,0,0
"grlsGYD8YY55",7,2022-05-01,"Lymphoma - other/not specified","t_zone","definitive",1,0,0,1
"grlsGZEB79QQ",6,2019-10-28,"CNS symptoms","","presumptive",2,1,0,0
"grlsH1F97YLL",8,2021-11-08,"Unknown","","final",2,1,0,1
"grlsH1FCL5JJ",6,2022-01-04,"Lymphoma - multicentric","t_cell","definitive",1,1,0,0
"grlsH481VBVV",7,2022-08-01,"Unknown neoplasia","","presumptive",2,1,0,0
"grlsH5J26WOO",5,2020-06-20,"Kidney infection","","presumptive",3,1,0,0
"grlsH63CO8TT",9,2022-08-18,"Fibroma","","definitive",2,0,0,1
"grlsH6IJ1Q66",2,2017-04-03,"Pancreatitis","","final",1,1,0,1
"grlsH764T844",7,2020-01-02,"Carcinoma - mammary","2","final",1,0,0,1
"grlsH764T844",9,2021-12-13,"Soft tissue sarcoma - other/not specified","1","final",1,0,0,1
"grlsH7SFCTII",6,2019-08-08,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsH7SFCTII",8,2021-08-04,"Carcinoma - other/not specified","","final",1,1,0,1
"grlsH8B3X944",5,2019-12-03,"Lymphoma - multicentric","peripheral_t_cell","definitive",1,1,0,0
"grlsHAIWJKTT",3,2016-08-19,"Epilepsy","","presumptive",3,1,0,1
"grlsHF70NIII",7,2022-05-27,"Hemangiosarcoma - other/not specified","","final",2,1,0,1
"grlsHFFAIE55",2,2017-05-12,"Soft tissue sarcoma - other/not specified","1","final",1,0,0,1
"grlsHFFAIE55",7,2021-12-06,"Acanthomatous ameloblastoma","","final",2,0,0,1
"grlsHG8T2KPP",3,2018-01-27,"Foreign body complications","","presumptive",3,1,0,0
"grlsHJDFNY99",8,2022-06-29,"Lymphoma - gastrointestinal","not_typed","definitive",1,1,0,0
"grlsHJOG0OJJ",8,2021-12-28,"Adenocarcinoma - mammary","","definitive",1,0,0,0
"grlsHK07NZ11",5,2020-03-03,"Hemangiosarcoma - other/not specified","","final",1,0,0,1
"grlsHLSFNYOO",7,2021-05-13,"Lymphoma - multicentric","peripheral_t_cell","definitive",1,0,0,1
"grlsHNWDKEVV",8,2022-08-05,"Hemangiosarcoma - other/not specified","","final",1,1,0,1
"grlsHNYS5ITT",7,2022-01-27,"Unknown neoplasia","","presumptive",2,0,0,0
"grlsHO2TSODD",8,2020-12-05,"Carcinoma - transitional cell","","definitive",1,1,0,1
"grlsHOGPQIDD",8,2022-08-22,"Brain tumor","","presumptive",3,1,0,0
"grlsHRHVYENN",4,2019-04-12,"Lymphoma - multicentric","not_typed","presumptive",3,1,0,1
"grlsHRUPI9FF",7,2022-06-06,"Malignant melanoma","","definitive",3,1,0,0
"grlsHTKHH0CC",6,2020-11-05,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsHU8C0ENN",6,2021-04-08,"Malignant melanoma","","final",1,0,0,1
"grlsHXB7BKTT",3,2018-09-20,"Lymphoma - multicentric","peripheral_t_cell","final",1,1,0,1
"grlsHZFJDBB",7,2022-04-14,"Pneumonia","","final",1,1,0,1
"grlsI19UH466",7,2022-04-08,"Cutaneous melanoma","","definitive",1,0,0,0
"grlsI4KWZ2ZZ",0,2015-07-10,"Plasma cell tumor","","definitive",1,0,0,0
"grlsI4RK7W55",6,2020-04-06,"Hemangiosarcoma - splenic","","presumptive",2,1,0,1
"grlsI5PDR7NN",6,2021-02-18,"Lymphoma - multicentric","t_zone","definitive",1,0,0,0
"grlsI5PDR7NN",7,2022-05-20,"Hemangiosarcoma - visceral","","definitive",1,1,0,0
"grlsI61NK22",7,2021-07-14,"Hemangiosarcoma - cardiac","","presumptive",2,1,0,0
"grlsI72KCXWW",8,2021-12-13,"Histiocytic sarcoma","","definitive",1,1,0,0
"grlsI7T0B888",4,2019-01-02,"Adenocarcinoma - mammary","high","final",1,1,0,1
"grlsI8B40J88",2,2017-03-27,"Epilepsy","","presumptive",3,1,0,1
"grlsI8CE766",6,2021-04-28,"Pneumonia","","presumptive",2,1,0,0
"grlsI8I5YHQQ",7,2021-06-15,"Blastomycosis","","definitive",2,1,0,0
"grlsI8TC3SCC",8,2021-12-16,"CNS symptoms","","presumptive",3,1,0,0
"grlsI8TC3SCC",8,2021-12-16,"Renal failure","","definitive",2,0,0,0
"grlsIC0ZIROO",5,2019-01-25,"Soft tissue sarcoma - other/not specified","1","final",1,0,0,1
"grlsICW7BS77",9,2021-12-08,"Unknown neoplasia","","presumptive",3,1,0,0
"grlsICYLHAA",5,2019-02-04,"Foreign body complications","","presumptive",3,1,0,1
"grlsIDD1SPBB",8,2022-07-22,"Malignant melanoma","not_typed","final",1,0,0,1
"grlsIELLVB99",7,2022-02-11,"Soft tissue sarcoma - other/not specified","","definitive",2,0,0,0
"grlsIELLVB99",7,2022-02-11,"Soft tissue sarcoma - peripheral nerve sheath tumor","1","definitive",1,0,0,0
"grlsIELLVB99",7,2022-02-11,"Soft tissue sarcoma - other/not specified","2","definitive",1,0,0,0
"grlsIF12B9VV",4,2019-08-20,"Lymphoma - other/not specified","t_cell_other","final",1,1,0,1
"grlsIGWA7XOO",6,2020-12-02,"Soft tissue sarcoma - other/not specified","1","final",1,0,0,1
"grlsIHEGXMVV",7,2020-09-14,"Hemangiosarcoma - visceral","","definitive",1,1,0,0
"grlsIJNFU3SS",7,2020-08-20,"Hemangiosarcoma - cardiac","","presumptive",2,1,0,0
"grlsIJVZ1OHH",6,2021-02-11,"Histiocytic sarcoma","","final",1,1,0,1
"grlsIN2KQ44",5,2020-11-01,"Pulmonary edema","","presumptive",3,1,0,0
"grlsIO0AFTMM",7,2022-07-18,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsIOYBJHWW",6,2020-05-29,"Intestinal malabsorption","","presumptive",3,1,0,0
"grlsIR3T6HDD",2,2018-01-18,"Aggression","","presumptive",3,1,0,0
"grlsIRH5Z6OO",4,2019-02-22,"Hemangiosarcoma - visceral","","final",1,1,0,1
"grlsISDHJHSS",9,2022-04-12,"Unknown neoplasia","","presumptive",3,1,0,0
"grlsITBPWOUU",7,2022-06-06,"Meibomian gland epithelioma","","definitive",1,0,0,0
"grlsIY49NKWW",5,2019-02-02,"Lymphoma - multicentric","diffuse_large_b_cell","definitive",1,1,0,0
"grlsIZERCUKK",3,2018-11-07,"Lymphoma - multicentric","diffuse_large_b_cell","final",1,1,0,1
"grlsJ04CMUEE",8,2021-11-12,"Mast cell tumor - subcutaneous","2_high","definitive",1,1,0,0
"grlsJ2G2QC33",5,2019-02-09,"Histiocytic sarcoma","","final",1,1,0,1
"grlsJ50F6277",6,2021-02-09,"Soft tissue sarcoma - undifferentiated sarcoma","","final",1,1,0,1
"grlsJ6C2KJJ",5,2018-09-12,"Lymphoma - gastrointestinal","other","final",1,1,0,1
"grlsJ6EIUS00",7,2020-07-07,"Degenerative myelopathy","","final",1,1,0,1
"grlsJ6GZXBKK",7,2020-09-23,"Renal failure","","final",1,1,0,1
"grlsJ6NBWSJJ",7,2022-08-03,"Hemangiosarcoma - cardiac","","presumptive",3,1,0,0
"grlsJ7BVMRZZ",3,2018-10-23,"Lymphoma - multicentric","peripheral_t_cell","final",1,1,0,1
"grlsJ7RDPHKK",5,2020-12-20,"Hemangiosarcoma - visceral","","final",1,1,0,1
"grlsJ83YMRR",9,2022-06-17,"Chronic renal disease","","presumptive",3,1,0,0
"grlsJBW4CYRR",8,2021-06-15,"Hemangiosarcoma - splenic","","presumptive",2,1,0,0
"grlsJCG0D1XX",5,2020-06-15,"Mast cell tumor - cutaneous","2_high","definitive",1,0,0,0
"grlsJCG0D1XX",6,2022-02-24,"Mast cell tumor - other/not specified","not_typed","definitive",1,1,0,0
"grlsJFENDW44",7,2021-02-01,"Osteoarthritis","","presumptive",3,1,0,0
"grlsJGWHBXMM",6,2020-03-15,"Hemangiosarcoma - splenic","","presumptive",3,1,0,0
"grlsJNBT5M66",7,2022-08-02,"Hemangiosarcoma - splenic","","final",1,1,0,1
"grlsJO1ADY55",6,2019-05-15,"Anaplastic sarcoma","","final",1,1,0,1
"grlsJPSLZI99",6,2019-05-24,"Carcinoma - hepatocellular","","final",1,0,0,1
"grlsJPUMVCSS",0,2015-11-16,"Lymphoma - multicentric","not_typed","definitive",1,1,0,0
"grlsJQIU7SQQ",8,2022-08-07,"Benign hyperplasia","","definitive",2,0,0,1
"grlsJX4I57SS",6,2021-04-07,"Hemangiosarcoma - cardiac","","presumptive",2,1,0,1
"grlsJXT6SU11",6,2020-04-22,"Mast cell tumor - cutaneous","2_high","definitive",1,0,0,0
"grlsJZ8LQDRR",3,2016-06-10,"Lymphoma - gastrointestinal","b_cell","final",1,1,0,1
"grlsJZMYLXUU",7,2021-10-05,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsK1SQLTTT",5,2019-11-12,"Osteosarcoma - appendicular","","definitive",1,1,0,1
"grlsK5ZQCBB",7,2022-04-01,"Lymphoma - multicentric","diffuse_large_b_cell","final",1,1,0,1
"grlsK7SQKOAA",8,2021-12-21,"Hemangiosarcoma - cutaneous","","final",1,0,0,1
"grlsKBC5OMNN",5,2019-10-16,"Mast cell tumor - cutaneous","2_low","definitive",1,0,0,1
"grlsKC9OFFBB",7,2022-04-22,"Hemangiosarcoma - visceral","","final",1,1,0,1
"grlsKJ6GK277",1,2015-06-11,"Trauma - hit by car","","definitive",3,1,0,0
"grlsKJBK2WCC",9,2021-11-09,"Hemangiosarcoma - splenic","","presumptive",3,1,0,0
"grlsKOFQ3044",7,2020-06-17,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsKPFOP8UU",7,2022-07-11,"Lymphoma - multicentric","t_zone","definitive",1,0,0,0
"grlsKQI3IJII",5,2020-03-01,"Carcinoma - cerumin gland","","presumptive",2,1,0,1
"grlsKRQ2F4FF",4,2017-10-13,"Leukemia","t_cell","final",1,1,0,1
"grlsKRRYGSSS",7,2021-03-26,"Soft tissue sarcoma - peripheral nerve sheath tumor","","definitive",2,1,0,0
"grlsKSPNFT22",6,2019-02-18,"Mast cell tumor - cutaneous","2_low","final",1,0,0,1
"grlsKSPNFT22",8,2020-10-13,"Hemangiosarcoma - visceral","","final",1,1,0,1
"grlsKT7FHXSS",7,2020-09-24,"Cutaneous melanoma","","definitive",1,0,0,0
"grlsKT7FHXSS",8,2021-11-18,"Carcinoma - other/not specified","","definitive",1,0,0,1
"grlsKT7FHXSS",8,2021-11-18,"Cardiomyopathy - dilated","","definitive",2,1,0,0
"grlsKT7FHXSS",8,2021-11-18,"Adenocarcinoma - other/not specified","","definitive",2,0,0,0
"grlsKTIEQWPP",8,2022-02-28,"Hemangiosarcoma - cardiac","","presumptive",2,1,0,0
"grlsKTQEYMKK",7,2022-07-13,"Lymphoma - multicentric","other","presumptive",2,1,0,0
"grlsKUEUNUEE",5,2020-07-28,"Histiocytic sarcoma","","final",1,1,0,1
"grlsKV1Y6SOO",6,2019-07-30,"Soft tissue sarcoma - spindle cell sarcoma","low","definitive",1,0,0,1
"grlsKV1Y6SOO",8,2021-12-15,"Hemangiosarcoma - cardiac","","final",1,1,0,1
"grlsKV1Y6SOO",8,2021-12-29,"Carcinoma - neuroendocrine","","definitive",1,0,0,0
"grlsKX8G1OO",5,2019-12-23,"Lymphoma - gastrointestinal","not_typed","presumptive",2,1,0,0
